date,open,high,low,close,volume
2024-05-17,27.0,30.0,19.799999237060547,22.290000915527344,670000
2024-05-20,21.06999969482422,21.440000534057617,20.3799991607666,20.920000076293945,174100
2024-05-21,20.0,21.0,19.600000381469727,21.0,187900
2024-05-22,21.100000381469727,21.5,20.1299991607666,20.280000686645508,60500
2024-05-23,20.8799991607666,20.8799991607666,18.55500030517578,18.610000610351562,216100
2024-05-24,18.600000381469727,19.889999389648438,18.084999084472656,19.649999618530273,94000
2024-05-28,20.0,21.0,19.75,20.75,140700
2024-05-29,19.809999465942383,20.969999313354492,19.3700008392334,20.149999618530273,25800
2024-05-30,19.677000045776367,20.385000228881836,19.600000381469727,20.0,26600
2024-05-31,20.0,20.329999923706055,19.700000762939453,20.299999237060547,79200
2024-06-03,20.25,20.850000381469727,19.849000930786133,19.90999984741211,13500
2024-06-04,19.684999465942383,20.334999084472656,19.684999465942383,20.264999389648438,4500
2024-06-05,19.80500030517578,20.299999237060547,19.80500030517578,20.010000228881836,22800
2024-06-06,19.610000610351562,19.690000534057617,19.20199966430664,19.219999313354492,9900
2024-06-07,19.0,19.18000030517578,18.25200080871582,18.84000015258789,9700
2024-06-10,18.790000915527344,19.5,18.700000762939453,19.2549991607666,8300
2024-06-11,18.95800018310547,18.95800018310547,18.5,18.799999237060547,3000
2024-06-12,18.799999237060547,18.809999465942383,17.329999923706055,17.84000015258789,45500
2024-06-13,18.299999237060547,18.5,17.899999618530273,18.399999618530273,18600
2024-06-14,18.389999389648438,18.5,17.920000076293945,18.06999969482422,3400
2024-06-17,17.93000030517578,18.469999313354492,17.799999237060547,17.920000076293945,7100
2024-06-18,17.5,18.149999618530273,16.65999984741211,17.280000686645508,98700
2024-06-20,16.489999771118164,16.489999771118164,15.600000381469727,15.960000038146973,60000
2024-06-21,15.949999809265137,18.5,15.75,17.979999542236328,82200
2024-06-24,17.700000762939453,17.780000686645508,17.0,17.600000381469727,46900
2024-06-25,17.15999984741211,18.239999771118164,17.0,17.25,40600
2024-06-26,17.850000381469727,19.459999084472656,17.850000381469727,19.200000762939453,43100
2024-06-27,18.110000610351562,19.40999984741211,17.729999542236328,18.799999237060547,44500
2024-06-28,18.649999618530273,18.649999618530273,17.850000381469727,18.0,54900
2024-07-01,18.0,18.200000762939453,17.520000457763672,17.53499984741211,12700
2024-07-02,17.600000381469727,17.600000381469727,17.100000381469727,17.100000381469727,12600
2024-07-03,17.110000610351562,17.6200008392334,17.110000610351562,17.299999237060547,18300
2024-07-05,17.59000015258789,18.290000915527344,17.5,18.0,24800
2024-07-08,17.559999465942383,17.610000610351562,17.309999465942383,17.40999984741211,4100
2024-07-09,17.68000030517578,17.8799991607666,17.58300018310547,17.75,13600
2024-07-10,17.420000076293945,17.989999771118164,17.299999237060547,17.399999618530273,13200
2024-07-11,17.829999923706055,18.290000915527344,17.575000762939453,17.969999313354492,22200
2024-07-12,18.299999237060547,18.3799991607666,18.0,18.0,7000
2024-07-15,18.40999984741211,18.479999542236328,17.899999618530273,18.149999618530273,3900
2024-07-16,17.950000762939453,18.0,17.6200008392334,17.68000030517578,13200
2024-07-17,17.149999618530273,17.709999084472656,17.149999618530273,17.15999984741211,11300
2024-07-18,17.579999923706055,17.579999923706055,17.0,17.0,18100
2024-07-19,16.809999465942383,17.25,16.690000534057617,16.719999313354492,5800
2024-07-22,16.8700008392334,16.93000030517578,16.540000915527344,16.549999237060547,6200
2024-07-23,16.6200008392334,16.6200008392334,16.219999313354492,16.239999771118164,4700
2024-07-24,16.246000289916992,18.0,15.75,15.9399995803833,11000
2024-07-25,15.600000381469727,15.600000381469727,14.5,14.65999984741211,27300
2024-07-26,14.979999542236328,15.329999923706055,14.850000381469727,15.329999923706055,23300
2024-07-29,15.149999618530273,15.25,14.90999984741211,15.020000457763672,12200
2024-07-30,15.100000381469727,15.350000381469727,15.0,15.350000381469727,7200
2024-07-31,15.979999542236328,16.299999237060547,15.670000076293945,16.209999084472656,7800
2024-08-01,15.6899995803833,15.920000076293945,15.050000190734863,15.109999656677246,14100
2024-08-02,15.130000114440918,16.149999618530273,14.600000381469727,14.8100004196167,39200
2024-08-05,14.600000381469727,14.600000381469727,13.9399995803833,13.9399995803833,15400
2024-08-06,14.329999923706055,14.699999809265137,14.1899995803833,14.25,16800
2024-08-07,14.90999984741211,14.989999771118164,14.149999618530273,14.220000267028809,15300
2024-08-08,14.6899995803833,14.6899995803833,14.430000305175781,14.4399995803833,20600
2024-08-09,14.710000038146973,14.9399995803833,14.4399995803833,14.4399995803833,7900
2024-08-12,14.5600004196167,14.5600004196167,14.0,14.09000015258789,10100
2024-08-13,14.163999557495117,14.760000228881836,14.163999557495117,14.399999618530273,10500
2024-08-14,14.633000373840332,14.633000373840332,14.180000305175781,14.180000305175781,4700
2024-08-15,14.5,14.927000045776367,14.4399995803833,14.779999732971191,4700
2024-08-16,14.880000114440918,14.979999542236328,14.75,14.770000457763672,4200
2024-08-19,15.010000228881836,15.180000305175781,15.0,15.020000457763672,5700
2024-08-20,15.100000381469727,15.180000305175781,15.029999732971191,15.079999923706055,4300
2024-08-21,15.449999809265137,15.5600004196167,15.380000114440918,15.5600004196167,1600
2024-08-22,15.40999984741211,15.40999984741211,15.28600025177002,15.350000381469727,2200
2024-08-23,15.5649995803833,15.96500015258789,15.550000190734863,15.550000190734863,2100
2024-08-26,15.979999542236328,17.690000534057617,15.300000190734863,16.239999771118164,37500
2024-08-27,16.770000457763672,16.770000457763672,15.350000381469727,15.680000305175781,30900
2024-08-28,15.774999618530273,15.899999618530273,15.5,15.657999992370605,12900
2024-08-29,16.34000015258789,16.3799991607666,16.079999923706055,16.31999969482422,7100
2024-08-30,16.200000762939453,16.375,15.470000267028809,15.539999961853027,18000
2024-09-03,15.930000305175781,15.930000305175781,14.600000381469727,14.850000381469727,44800
2024-09-04,15.0,15.680000305175781,14.75,14.9399995803833,45800
2024-09-05,15.300000190734863,15.460000038146973,14.774999618530273,14.859999656677246,40700
2024-09-06,15.0,15.0,14.5,14.800000190734863,86700
2024-09-09,15.0,15.0,14.279999732971191,14.369999885559082,30600
2024-09-10,14.920000076293945,14.920000076293945,14.350000381469727,14.350000381469727,15100
2024-09-11,14.789999961853027,14.90999984741211,14.4399995803833,14.4399995803833,9100
2024-09-12,14.850000381469727,14.989999771118164,14.484999656677246,14.819999694824219,20200
2024-09-13,15.329999923706055,15.329999923706055,14.699999809265137,14.699999809265137,18100
2024-09-16,14.989999771118164,14.989999771118164,14.210000038146973,14.300000190734863,27000
2024-09-17,14.699999809265137,15.359999656677246,14.369999885559082,14.380000114440918,55800
2024-09-18,14.380000114440918,14.600000381469727,14.180000305175781,14.350000381469727,21100
2024-09-19,14.979999542236328,15.350000381469727,14.739999771118164,14.869999885559082,34900
2024-09-20,15.199999809265137,15.670000076293945,15.112000465393066,15.65999984741211,37100
2024-09-23,16.0,17.260000228881836,16.0,16.604999542236328,68700
2024-09-24,17.15999984741211,17.81999969482422,17.149999618530273,17.59000015258789,13300
2024-09-25,17.5,18.475000381469727,16.9950008392334,17.0,26200
2024-09-26,18.549999237060547,19.020000457763672,17.799999237060547,18.0,69300
2024-09-27,18.0,18.05299949645996,17.5,17.549999237060547,38400
2024-09-30,18.34000015258789,18.34000015258789,17.239999771118164,17.34000015258789,30400
2024-10-01,17.350000381469727,17.489999771118164,17.010000228881836,17.260000228881836,28600
2024-10-02,18.010000228881836,18.010000228881836,16.809999465942383,16.809999465942383,70500
2024-10-03,16.81999969482422,16.81999969482422,15.90999984741211,15.920000076293945,48700
2024-10-04,16.200000762939453,17.489999771118164,16.18000030517578,17.489999771118164,110100
2024-10-07,18.25,19.829999923706055,18.100000381469727,18.469999313354492,105300
2024-10-08,17.940000534057617,18.229999542236328,17.549999237060547,17.799999237060547,30600
2024-10-09,17.989999771118164,18.0,17.738000869750977,17.799999237060547,8800
2024-10-10,18.270000457763672,18.299999237060547,17.649999618530273,17.719999313354492,10300
2024-10-11,17.639999389648438,17.90999984741211,17.479999542236328,17.639999389648438,14100
2024-10-14,17.639999389648438,18.170000076293945,17.639999389648438,17.829999923706055,11600
2024-10-15,16.700000762939453,17.829999923706055,16.700000762939453,16.700000762939453,17000
2024-10-16,16.90999984741211,17.389999389648438,16.709999084472656,16.770000457763672,15400
2024-10-17,16.15999984741211,16.649999618530273,16.05500030517578,16.059999465942383,24300
2024-10-18,17.399999618530273,17.510000228881836,16.450000762939453,16.450000762939453,14500
2024-10-21,16.459999084472656,16.459999084472656,15.569999694824219,15.680000305175781,31600
2024-10-22,16.110000610351562,17.0,16.110000610351562,16.56999969482422,11600
2024-10-23,17.260000228881836,17.489999771118164,16.690000534057617,16.860000610351562,18400
2024-10-24,17.190000534057617,17.190000534057617,16.639999389648438,16.68000030517578,17000
2024-10-25,17.309999465942383,17.350000381469727,16.959999084472656,17.200000762939453,43400
2024-10-28,17.059999465942383,17.3799991607666,17.000999450683594,17.25,22200
2024-10-29,16.799999237060547,17.059999465942383,16.59000015258789,16.850000381469727,11200
